Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,74.05999755859375,75.1500015258789,73.79750061035156,-0.7293339793828735,72.96045684814453,135480400
2020-01-03,74.2874984741211,75.1449966430664,74.125,-0.7397360365078145,72.25113677978516,146322800
2020-01-06,73.44750213623047,74.98999786376953,73.1875,-0.7312933271830344,72.82684326171875,118387200
2020-01-07,74.95999908447266,75.2249984741211,74.37000274658203,-0.7363161195629404,72.4843521118164,108872000
2020-01-08,74.29000091552734,76.11000061035156,74.29000091552734,-0.7192169696935435,73.65034484863281,132079200
2020-01-09,76.80999755859375,77.60749816894531,76.55000305175781,-0.6962755432452945,75.21475219726562,170108400
2020-01-10,77.6500015258789,78.1675033569336,77.0625,-0.6937819761092852,75.3847885131836,140644800
2020-01-13,77.91000366210938,79.26750183105469,77.7874984741211,-0.6701636978936387,76.99532318115234,121532000
2020-01-14,79.17500305175781,79.39250183105469,78.0425033569336,-0.6854104742865361,75.95564270019531,161954400
2020-01-15,77.9625015258789,78.875,77.38749694824219,-0.6901839860524617,75.630126953125,121923600
2020-01-16,78.39749908447266,78.92500305175781,78.02249908447266,-0.6762909131943589,76.57752227783203,108829200
2020-01-17,79.06749725341797,79.68499755859375,78.75,-0.6638583007672256,77.42530059814453,137816400
2020-01-21,79.29750061035156,79.75499725341797,79.0,-0.671552950822577,76.90059661865234,110843200
2020-01-22,79.6449966430664,79.99749755859375,79.32749938964844,-0.6675274983260802,77.17510223388672,101832400
2020-01-23,79.4800033569336,79.88999938964844,78.9124984741211,-0.6620771347927574,77.54676818847656,104472000
2020-01-24,80.0625,80.8324966430664,79.37999725341797,-0.6653545280198259,77.32327270507812,146537600
2020-01-27,77.51499938964844,77.94249725341797,76.22000122070312,-0.6986979028792726,75.04957580566406,161940000
2020-01-28,78.1500015258789,79.5999984741211,78.04750061035156,-0.6675631564339675,77.17265319824219,162234000
2020-01-29,81.11250305175781,81.9625015258789,80.34500122070312,-0.64387367071629,78.78805541992188,216229200
2020-01-30,80.13500213623047,81.02249908447266,79.6875,-0.6455479710808396,78.67389678955078,126743200
2020-01-31,80.23249816894531,80.66999816894531,77.07250213623047,-0.6967030056849679,75.18560028076172,199588400
2020-02-03,76.07499694824219,78.37249755859375,75.55500030517578,-0.6997310095843123,74.97911071777344,173788400
2020-02-04,78.82749938964844,79.91000366210938,78.40750122070312,-0.6634308383275522,77.45446014404297,136616400
2020-02-05,80.87999725341797,81.19000244140625,79.73750305175781,-0.6541687535175691,78.08602142333984,118826800
2020-02-06,80.64250183105469,81.30500030517578,80.06500244140625,-0.6407744593149143,78.9993896484375,105425600
2020-02-07,80.59249877929688,80.8499984741211,79.5,-0.6592273127191057,77.92560577392578,117684000
2020-02-10,78.54499816894531,80.38749694824219,78.4625015258789,-0.6538126072936703,78.29571533203125,109348800
2020-02-11,80.9000015258789,80.9749984741211,79.67749786376953,-0.6607235399717062,77.82331085205078,94323200
2020-02-12,80.36750030517578,81.80500030517578,80.36750030517578,-0.6336853448111854,79.67145538330078,113730400
2020-02-13,81.04750061035156,81.55500030517578,80.8375015258789,-0.6419856391319034,79.1041030883789,94747600
2020-02-14,81.18499755859375,81.49500274658203,80.7125015258789,-0.6417005916962921,79.12359619140625,80113600
2020-02-18,78.83999633789062,79.9375,78.65249633789062,-0.6628965102779605,77.67477416992188,152531200
2020-02-19,80.0,81.14250183105469,80.0,-0.6464385540680737,78.79972839355469,93984000
2020-02-20,80.65750122070312,81.1624984741211,79.55249786376953,-0.6582655222298406,77.99134063720703,100566000
2020-02-21,79.65499877929688,80.11250305175781,77.625,-0.6840924288596288,76.22599792480469,129554000
2020-02-24,74.31500244140625,76.04499816894531,72.30750274658203,-0.7370642875461124,72.6052474975586,222195200
2020-02-25,75.23750305175781,75.63249969482422,71.53250122070312,-0.7730438619731175,70.14593505859375,230673600
2020-02-26,71.63249969482422,74.47000122070312,71.625,-0.7567639788751803,71.25871276855469,198054800
2020-02-27,70.2750015258789,71.5,68.23999786376953,-0.8249114064525304,66.60065460205078,320605600
2020-02-28,64.31500244140625,69.60250091552734,64.09249877929688,-0.8254813926100094,66.56169891357422,426510000
2020-03-02,70.56999969482422,75.36000061035156,69.43000030517578,-0.7348200010240835,72.75862121582031,341397200
