Date,Open,High,Low,Close,Adj Close,Volume,future
2020-02-19,-0.634105585022116,-0.6182092538250363,-0.5737392435253712,-0.6058927338629825,-0.6128604214543272,-0.6995349771449584,-0.6190759984484004
2020-02-20,-0.6236366542436691,-0.6178913800790062,-0.5808442849704873,-0.6190759984484004,-0.6258104105566242,-0.6658944822075156,-0.6478646904332204
2020-02-21,-0.6395987974820996,-0.6345824805358422,-0.6114473840368173,-0.6478646904332204,-0.6540902941615079,-0.5177372857252013,-0.7069112710186669
2020-02-24,-0.7246238137988052,-0.6992409839556835,-0.6958738823951809,-0.7069112710186669,-0.7120929325527774,-0.04424961942337369,-0.7470169213302411
2020-02-25,-0.7099354836045011,-0.7057982063237107,-0.7081786682623079,-0.7470169213302411,-0.7514897274809482,-0.0009166549326997675,-0.7288700891612334
2020-02-26,-0.7673354235763954,-0.7242776952807208,-0.7067100548025758,-0.7288700891612334,-0.7336635630518158,-0.16763081115656187,-0.8048325468494253
2020-02-27,-0.7889499147972014,-0.7714898903778247,-0.7604541121434278,-0.8048325468494253,-0.808283080264451,0.4587243342368701,-0.8054678980418266
2020-02-28,-0.883846799989638,-0.8016532102944036,-0.8263044187743285,-0.8054678980418266,-0.8089073618763933,1.0,-0.7044096135676019
2020-03-02,-0.7842528658591714,-0.7101299486308263,-0.7415603103457391,-0.7044096135676019,-0.709635695522,0.5649898636415096,-0.7420929798843425
2020-03-03,-0.6991083156844244,-0.6999562908439263,-0.709488597819677,-0.7420929798843425,-0.7466525850498809,0.4529489226174064,-0.6888041861681997
2020-03-04,-0.7278879141703167,-0.7023407684176364,-0.6803937226222949,-0.6888041861681997,-0.6943059233795881,-0.059668435152221644,-0.7277978810074346
2020-03-05,-0.731550096302805,-0.717641034796078,-0.6872208855391511,-0.7277978810074346,-0.732610286666947,-0.2212041426567557,-0.7432445614943732
2020-03-06,-0.7853674219034072,-0.7523347529510958,-0.727628105983767,-0.7432445614943732,-0.7477838048661112,-0.023899726587925052,-0.8340182272962529
2020-03-09,-0.8580129093529747,-0.8029249478376581,-0.7999880865940476,-0.8340182272962529,-0.8369525586659683,0.2856623362153319,-0.7578970226955977
2020-03-10,-0.8047129564163944,-0.7697412815757416,-0.7747038054428759,-0.7578970226955977,-0.7621770322304349,0.27822687707905236,-0.7972482010399984
2020-03-11,-0.8037178127527016,-0.7904860302917549,-0.7648203421134085,-0.7972482010399984,-0.8008325692195333,0.126475636834962,-0.905255419540824
2020-03-12,-0.8891011876885351,-0.8350753121857342,-0.8595272558226468,-0.905255419540824,-0.9069302814666397,0.9589281347132648,-0.7871621977795065
2020-03-13,-0.8534749959373369,-0.7956522973018207,-0.8398793420904842,-0.7871621977795065,-0.7909248211438382,0.7149195492827884,-0.929159917398286
2020-03-16,-0.9447894489747284,-0.8784724159326422,-0.891281479411233,-0.929159917398286,-0.9304122390764866,0.46801610266535243,-0.886870345822272
2020-03-17,-0.9226574636124025,-0.8843143314124267,-0.8976323483555002,-0.886870345822272,-0.8888701643832474,0.4763592725127974,-0.9114499421906759
2020-03-18,-0.9534670725675293,-0.9145570894456213,-0.902713019284364,-0.9114499421906759,-0.9130153753207175,0.3546033736070333,-0.9189548539534464
2020-03-19,-0.9231351131345753,-0.9032706916282656,-0.8809216615428017,-0.9189548539534464,-0.9203876370338365,0.20957205477645702,-0.9806618994928461
2020-03-20,-0.9239710605371267,-0.9072844995495677,-0.9389128147941123,-0.9806618994928461,-0.9810037663991313,0.8731617388691082,-1.0
2020-03-23,-1.0,-1.0,-1.0,-1.0,-1.0,0.5412524107871401,-0.910616036176846
2020-03-24,-0.9670408467175975,-0.9237372250167729,-0.9139063516048257,-0.910616036176846,-0.9121961127701962,0.2896816138237799,-0.9160164001314085
2020-03-25,-0.9097603798649954,-0.8817708563259179,-0.8742135721190929,-0.9160164001314085,-0.9175010993296957,0.3718192112167693,-0.864712972858277
2020-03-26,-0.9265981936478263,-0.8800620272219266,-0.8660368692356519,-0.864712972858277,-0.8671047364858924,0.1085279063545117,-0.9072010992557193
2020-03-27,-0.9017992305554539,-0.8912292072245753,-0.8632980577605164,-0.9072010992557193,-0.9088416085774483,-0.13613692938741528,-0.8791271925099571
2020-03-30,-0.9098001637455935,-0.8926201019427531,-0.8539702909211943,-0.8791271925099571,-0.8812640723760435,-0.32136102430247204,-0.8811920535900493
2020-03-31,-0.8904545684938574,-0.8649207583562835,-0.8436501440283537,-0.8811920535900493,-0.883292375813982,-0.17301165483175796,-0.9343220398033041
2020-04-01,-0.9266778221477714,-0.9196439183390714,-0.8947347318452518,-0.9343220398033041,-0.9354830282613767,-0.2792362963665249,-0.9183592500795855
2020-04-02,-0.9511981765984594,-0.9338314446870575,-0.9035862652783602,-0.9183592500795855,-0.9198024494977498,-0.3317996974808727,-0.9323366127698682
2020-04-03,-0.9414059362226737,-0.9316456836844538,-0.8953698308529535,-0.9323366127698682,-0.9335327294348873,-0.5160711050279047,-0.848710435816018
2020-04-06,-0.9091633179622793,-0.8624568426659578,-0.8540496328723757,-0.848710435816018,-0.8513851860065846,-0.1483848908076657,-0.8607818661099458
2020-04-07,-0.8299499066278397,-0.8283193126068169,-0.8158651983883407,-0.8607818661099458,-0.8632432329087691,-0.1429324933601932,-0.8344153369391099
2020-04-08,-0.8620333286270927,-0.8455271853001403,-0.8070136649552324,-0.8344153369391099,-0.8373426429033011,-0.3166650524476373,-0.8267913649919918
2020-04-09,-0.83830901622086,-0.8347970968582286,-0.7932402656283732,-0.8267913649919918,-0.8298533436829649,-0.3527506420034442,-0.8059046338223748
2020-04-13,-0.8398614986454196,-0.8203711348808282,-0.7887550832979953,-0.8059046338223748,-0.8093363566493197,-0.5102302728166451,-0.751106896171885
2020-04-14,-0.793328571212949,-0.7625481904360873,-0.7402505019211199,-0.751106896171885,-0.7555071791008823,-0.18327042138272032,-0.7615105144381529
2020-04-15,-0.7837752163369984,-0.7701784944160461,-0.7300096969794609,-0.7615105144381529,-0.7657270679825485,-0.5095576673572457,-0.7525363454691512
2020-04-16,-0.7639519108243404,-0.7627468463674101,-0.7231825340626048,-0.7525363454691512,-0.7569112621069658,-0.376821330997273,-0.7679830259560896
2020-04-17,-0.7746596663638738,-0.767714457446153,-0.7449739523705421,-0.7679830259560896,-0.772084657945955,-0.07974642365301943,-0.7912919199396908
2020-04-20,-0.80148870066423,-0.7886579833730565,-0.7450135627797578,-0.7912919199396908,-0.7949817951002398,-0.5153801000270626,-0.8252824210576446
2020-04-21,-0.8081363137877962,-0.8062631679290253,-0.7903427702508747,-0.8252824210576446,-0.8283709501649952,-0.2548405488072113,-0.7945876754956207
2020-04-22,-0.8187645015661336,-0.8036800344239923,-0.7634706810140737,-0.7945876754956207,-0.7982190782455081,-0.582603846884127,-0.7988365184305772
2020-04-23,-0.809768363973552,-0.7883797680455507,-0.7528727767257228,-0.7988365184305772,-0.80239278380869,-0.5419613042310512,-0.7673079274451478
2020-04-24,-0.8044741316553079,-0.7833723772687162,-0.7444181953140219,-0.7673079274451478,-0.7714215881585942,-0.5350778313380478,-0.7665137081594338
2020-04-27,-0.7861635854253606,-0.7772920261595175,-0.7327087769126308,-0.7665137081594338,-0.7706414196839284,-0.5814528533472215,-0.7847400349655222
2020-04-28,-0.7731073054168123,-0.7721655388475432,-0.7396550133226341,-0.7847400349655222,-0.7885457722647722,-0.6074309614705935,-0.7484066233089668
2020-04-29,-0.7745004093639836,-0.7569049308876257,-0.7170698121046322,-0.7484066233089668,-0.7528546552310886,-0.4782457366090309,-0.7243036312205009
2020-04-30,-0.7536820816651308,-0.7375909172276656,-0.6993668663711652,-0.7243036312205009,-0.7291777166826627,-0.24424854611678948,-0.7430856934010606
2020-05-01,-0.7684499796206312,-0.7198267351588981,-0.7092900612425985,-0.7430856934010606,-0.747627918003388,0.04990287853159403,-0.7268449148092571
2020-05-04,-0.7568266481786012,-0.7409291373190325,-0.707424495761459,-0.7268449148092571,-0.7316741089693832,-0.49722179701676983,-0.7093731811511914
2020-05-05,-0.7333811266303001,-0.7118785574329094,-0.6751146362491025,-0.7093731811511914,-0.7145113814081363,-0.42473169252015186,-0.6971826300824915
2020-05-06,-0.7118860477900373,-0.7029766371892634,-0.6576101059599644,-0.6971826300824915,-0.7025361134584722,-0.45242095799768,-0.684833332101328
2020-05-07,-0.7008996228700706,-0.6953065535112133,-0.6453053200928374,-0.684833332101328,-0.6904054480867841,-0.5910226592908356,-0.6594595164472101
2020-05-08,-0.691266578755426,-0.6747208023079987,-0.6360965661802873,-0.6594595164472101,-0.6622049762353599,-0.4958397870150858,-0.6400817292119405
2020-05-11,-0.6814743991183891,-0.648094479693677,-0.6243872689116461,-0.6400817292119405,-0.6431186243657347,-0.433955995963345,-0.6543768280888485
2020-05-12,-0.6427434854730678,-0.6376028268811795,-0.6098199655419723,-0.6543768280888485,-0.6571990991232128,-0.3503668791898885,-0.6693072781581577
2020-05-13,-0.6653531203575667,-0.6524658804193169,-0.6403834541990863,-0.6693072781581577,-0.6719054461749063,-0.1545078493210441,-0.6618023058049627
2020-05-14,-0.6957646475517167,-0.6769462823689101,-0.6470518120808295,-0.6618023058049627,-0.664513056213029,-0.36760111634106707,-0.6690690366086134
2020-05-15,-0.712323852692863,-0.6844573685341617,-0.6522912880448062,-0.6690690366086134,-0.6716707593595974,-0.32968170582148704,-0.6402803446237935
2020-05-18,-0.6612928564641016,-0.6502801800564968,-0.6121618249957004,-0.6402803446237935,-0.6433140335649254,-0.4889910688114739,-0.6475072069280545
2020-05-19,-0.653889045915427,-0.6422525642138925,-0.6014844576234184,-0.6475072069280545,-0.6504324590953761,-0.6599473415345881,-0.6233247202025078
2020-05-20,-0.6473211220305548,-0.6382784753508981,-0.5875523743941962,-0.6233247202025078,-0.6266133380238068,-0.6099864533376128,-0.6327753722705984
2020-05-21,-0.6394395404822093,-0.6328338717337594,-0.5901323808342187,-0.6327753722705984,-0.6359218883233979,-0.6550448859368981,-0.6246747960435424
2020-05-22,-0.6509434595436958,-0.639430873799878,-0.5921963617596868,-0.6246747960435424,-0.6279431484037734,-0.7617908478125373,-0.6332518553696871
2020-05-26,-0.6201735737304181,-0.6195207710663821,-0.5876317163453777,-0.6332518553696871,-0.6363916290345402,-0.5383447721408453,-0.6277721785493175
2020-05-27,-0.6494705448803324,-0.6414974776275582,-0.6011669686859424,-0.6277721785493175,-0.6309939546426129,-0.6026245923671035,-0.6272162008131479
2020-05-28,-0.6469628848889251,-0.6226999936449507,-0.5910849687793964,-0.6272162008131479,-0.630446270500109,-0.49725859609965495,-0.62844715587941
2020-05-29,-0.6370910160131942,-0.6318006910994864,-0.5877507898385248,-0.62844715587941,-0.631658982192771,-0.3951840733569273,-0.6129211019362397
2020-06-01,-0.6430618779953503,-0.6270317359520663,-0.5848135629190605,-0.6129211019362397,-0.6163660404629805,-0.7669631633513845,-0.6070045681544727
2020-06-02,-0.631120154031038,-0.6226999936449507,-0.5779864000022046,-0.6070045681544727,-0.6105381476963785,-0.7319447471992447,-0.5999364527626749
2020-06-03,-0.6155560925535843,-0.6117314695736247,-0.5646099526967525,-0.5999364527626749,-0.6035765879100501,-0.6458328488546669,-0.611054795677576
2020-06-04,-0.6166308039784731,-0.6140365090307192,-0.570643211570794,-0.611054795677576,-0.6145279459168027,-0.7323658922589296,-0.5746023844270975
2020-06-05,-0.6207706356331342,-0.5896753248958329,-0.5609184321436895,-0.5746023844270975,-0.5786229432975303,-0.4784011105145457,-0.5668195443866668
2020-06-08,-0.5933046948107152,-0.5823232362433799,-0.5446840998699549,-0.5668195443866668,-0.570956833624576,-0.6909975899156202,-0.5250064559097416
2020-06-09,-0.5857813504039993,-0.5345945114689235,-0.5260681766005262,-0.5250064559097416,-0.5297717447413803,-0.4249299986890326,-0.48986437318175713
2020-06-10,-0.5230475764495097,-0.49819184293034713,-0.47018079638302446,-0.48986437318175713,-0.4951575196063063,-0.3281320555533266,-0.5571306507690319
2020-06-11,-0.5174349516089831,-0.5129356786537773,-0.512294777273667,-0.5571306507690319,-0.561413596509676,-0.14919242623764384,-0.5456151982112738
2020-06-12,-0.5357057746970815,-0.5258912471566004,-0.5172961062513493,-0.5456151982112738,-0.5500711753841918,-0.15694272197194015,-0.5289773099766133
2020-06-15,-0.5813629708464028,-0.5343162961414178,-0.5238057802307294,-0.5289773099766133,-0.5336831100897437,-0.4704361534634197,-0.4928822610504515
2020-06-16,-0.5088767403967256,-0.504431070272777,-0.47561868779132976,-0.4928822610504515,-0.49813026005360905,-0.3343817664633091,-0.49482794076534686
2020-06-17,-0.4941884102024212,-0.4956881475419299,-0.450334406640158,-0.49482794076534686,-0.5000466651116728,-0.5951564229349261,-0.4942719630291772
2020-06-18,-0.5090757205384648,-0.5034375480570286,-0.4577569370227501,-0.4942719630291772,-0.4994991033293439,-0.685038182881731,-0.5022534184814611
2020-06-19,-0.4962184206716558,-0.49107818990730845,-0.4739119273453034,-0.5022534184814611,-0.5073607445616639,0.1718468616387705,-0.4659201280057548
2020-06-22,-0.5093543899188984,-0.4795533564605383,-0.4500962596538636,-0.4659201280057548,-0.4715733300703955,-0.48762745835123233,-0.4355033713118155
2020-06-23,-0.4589603002122,-0.4282080749876416,-0.40595790824696887,-0.4355033713118155,-0.44161319654485465,-0.09556185171962883,-0.46119480197170937
2020-06-24,-0.45497972555742905,-0.4424750394522432,-0.42084270055411865,-0.46119480197170937,-0.46691862665998785,-0.19539163040636653,-0.4422141243792965
2020-06-25,-0.47209614798194455,-0.45753687020127076,-0.42461344192561334,-0.4422141243792965,-0.4482232155489192,-0.47701092293888714,-0.4867273645382908
2020-06-26,-0.45732825002644417,-0.45626513265801627,-0.4426737292712717,-0.4867273645382908,-0.4920676804716986,-0.130821506304015,-0.45436492812945617
2020-06-29,-0.5017514777509862,-0.46878348832053507,-0.44958023413930914,-0.45436492812945617,-0.46019114188809396,-0.512156091487631,-0.4423729924726092
2020-06-30,-0.47456420630900076,-0.4536422194548919,-0.41496812558244023,-0.4423729924726092,-0.448379469492167,-0.46320717806999534,-0.44511289147321875
2020-07-01,-0.4545020760352563,-0.4481580786987964,-0.3994482342675887,-0.44511289147321875,-0.4510782455080433,-0.613909644451861,-0.44511289147321875
2020-07-02,-0.4436350634958326,-0.4357985992695088,-0.4005198957059135,-0.44511289147321875,-0.4510782455080433,-0.5970209098011034,-0.40643669045891073
2020-07-06,-0.43507685228357507,-0.41469619710937433,-0.37579137161126197,-0.40643669045891073,-0.41298324047980484,-0.5734388308522488,-0.41104289571818375
2020-07-07,-0.41354192882396523,-0.40340979929201826,-0.366423812663599,-0.41104289571818375,-0.4175202334020336,-0.6052863926957909,-0.3765759115011411
2020-07-08,-0.4083273857444152,-0.39196440396186394,-0.35003079648750135,-0.3765759115011411,-0.38357079109676784,-0.5814303650187918,-0.3700636526646639
2020-07-09,-0.3751692523202734,-0.37698213260901947,-0.34078231103298573,-0.3700636526646639,-0.37715642601224375,-0.5377273653057735,-0.3674032483011356
2020-07-10,-0.3899371502757736,-0.3823470555504078,-0.3402662855184313,-0.3674032483011356,-0.37453596050825366,-0.7185825913249739,-0.3744316163743926
2020-07-13,-0.35920710908184295,-0.3191590668847111,-0.33149421516925437,-0.3744316163743926,-0.38145885447933847,-0.20036972856332025,-0.34933578958835976
2020-07-14,-0.3978187318241191,-0.3620792993727906,-0.3534045858375887,-0.34933578958835976,-0.35673989668212736,-0.30596265250856014,-0.3387336770910878
2020-07-15,-0.331741168259424,-0.3304058062835429,-0.3119257039546479,-0.3387336770910878,-0.3462969452017606,-0.39689318631758985,-0.3578334754582728
2020-07-16,-0.3703925141435491,-0.3596948217990805,-0.3212137998183795,-0.3578334754582728,-0.3651100668010081,-0.6147253574558136,-0.36093073678319865
2020-07-17,-0.36362548863943966,-0.3637881284767819,-0.3222458508474886,-0.36093073678319865,-0.36816087303984735,-0.7087204371117728,-0.3286874211491362
2020-07-20,-0.3727011939932172,-0.34228829317443443,-0.31871313532953827,-0.3286874211491362,-0.33640180022407207,-0.7182718435139444,-0.3502491296488459
2020-07-21,-0.32883530502954206,-0.33036602658545133,-0.30791669446410896,-0.3502491296488459,-0.3576392439670699,-0.6512402696452798,-0.3459209132576575
2020-07-22,-0.36832265905496775,-0.35063390404263606,-0.3101394804246902,-0.3459209132576575,-0.3533764601966176,-0.7249999425014328,-0.4162447048513178
2020-07-23,-0.3634663531170472,-0.3649008685072377,-0.3830550969587412,-0.4162447048513178,-0.42264357628200977,-0.1729993884707961,-0.41989794391241353
2020-07-24,-0.45915928035393927,-0.4301951194191387,-0.42854310946497076,-0.41989794391241353,-0.42624206666335285,-0.2321109819451943,-0.3850338500525139
2020-07-27,-0.4158108855317839,-0.39943571042902404,-0.3597157232398902,-0.3850338500525139,-0.39190180595970525,-0.5603628900670842,-0.4097721933333811
2020-07-28,-0.405341954753337,-0.4050788486979182,-0.3634072437929534,-0.4097721933333811,-0.41626848881360345,-0.6502569163748507,-0.3813806109914182
2020-07-29,-0.41517397900972086,-0.3942693221393909,-0.35602432381957705,-0.3813806109914182,-0.38830343793853705,-0.7182146004961232,-0.36311465804763854
2020-07-30,-0.40820797336387193,-0.37730000635504934,-0.3551510778255811,-0.36311465804763854,-0.3703117201928703,-0.3716858145413109,-0.20316866108127996
2020-07-31,-0.2697237471106957,-0.2164686252184851,-0.2430984388623174,-0.20316866108127996,-0.21276822306259868,0.7333436234472512,-0.16064084795572153
2020-08-03,-0.1850968125549668,-0.13344997193590813,-0.130886873731191,-0.16064084795572153,-0.17087919609365154,0.39507009841965823,-0.14908564807942293
2020-08-04,-0.17024922536077236,-0.14692207011608382,-0.12302778091797584,-0.14908564807942293,-0.1594976197122242,-0.29531953998079796,-0.1427720046547989
2020-08-05,-0.1663482184671976,-0.1532408568546968,-0.1149304199857164,-0.1427720046547989,-0.15327903090741546,-0.5574864284215671,-0.081779744354457
2020-08-06,-0.14998811494528863,-0.0893375613007572,-0.1006409951443028,-0.081779744354457,-0.09320263227326087,-0.14527536830387655,-0.1260943691015981
2020-08-07,-0.10540563022085614,-0.1010610506788503,-0.0927817811983378,-0.1260943691015981,-0.1337174321187813,-0.167677832206915,-0.10044268576024451
2020-08-10,-0.11503867433550075,-0.09947143938956593,-0.09742588969657828,-0.10044268576024451,-0.10840514983385785,-0.09429432775358704,-0.15369185333869617
2020-08-11,-0.12506967873362385,-0.12001753217425648,-0.111596241044845,-0.15369185333869617,-0.16094942318648853,-0.2195195624180165,-0.09595560127574365
2020-08-12,-0.14851532175942306,-0.10741961711555459,-0.09270243924715627,-0.09595560127574365,-0.10397766926809493,-0.3335169880155098,-0.06418876874076984
2020-08-13,-0.08590083870797871,-0.06342642429511103,-0.03506856704166217,-0.06418876874076984,-0.07263180676269387,-0.10615998759053147,-0.0658168334498892
2020-08-14,-0.0795318949648458,-0.07999842821680714,-0.04908011335481599,-0.0658168334498892,-0.07423802877758368,-0.3336846282819862,-0.07058190680247489
2020-08-17,-0.05990769107142513,-0.06271111740686819,-0.034512809985141946,-0.07058190680247489,-0.07894008557564725,-0.5688082795892098,-0.0554132151836213
2020-08-18,-0.08713480713275779,-0.0641020727648296,-0.03379836902625888,-0.0554132151836213,-0.06397225483035918,-0.6399940610369009,-0.053110173144409245
2020-08-19,-0.061181504115551455,-0.04562258380781947,-0.00835528283997422,-0.053110173144409245,-0.06170014874408758,-0.43604332172032634,-0.012329424321893212
2020-08-20,-0.06488340938988868,-0.026070013238877587,-0.006410375407653213,-0.012329424321893212,-0.021459190969819186,-0.5312650374724549,0.08448001721737497
2020-08-21,-0.008956384081357793,0.07685886405676268,0.04943739440063277,0.08448001721737497,0.07406800931466817,0.5479069116088584,0.10810652620675198
2020-08-24,0.14127046451689362,0.13913288990289407,0.1238613559363817,0.10810652620675198,0.09738178286422228,0.588195774187539,0.09170687952163603
2020-08-25,0.07758139151805832,0.08182647513550578,0.10981007808126231,0.09170687952163603,0.08119928266347509,-0.0989351009840942,0.11866901256633278
2020-08-26,0.10118617006624997,0.11063861939221464,0.14204059564243732,0.11866901256633278,0.107804177835219,-0.34668083772089986,0.09464539393409854
2020-08-27,0.11651140678261718,0.11846757930349616,0.12219420589957086,0.09464539393409854,0.08409872936605955,-0.3848598862141691,0.09142901183440033
2020-08-28,0.09851913159745407,0.10189557538180027,0.13402269779410925,0.09142901183440033,0.08092495115152398,-0.22091179438716868,0.15865542092228568
2020-08-31,0.1234774124284661,0.17434325901483172,0.15660789901211114,0.15865542092228568,0.14726129632957718,-0.026322843976232857,0.24029617084270005
2020-09-01,0.20595480265691957,0.2347494582441727,0.22853119605901862,0.24029617084270005,0.22782017642807695,-0.4032814048867648,0.19614029300802227
2020-09-02,0.2828595341416913,0.285299752153076,0.17248501080640422,0.19614029300802227,0.18424967593672426,-0.15708071853275918,0.029046807193634283
2020-09-03,0.11280950150827995,0.1400070730243681,0.069283784143499,0.029046807193634283,0.019368850923245695,0.13670169309002667,0.030317509578437152
2020-09-04,0.0039009157854512644,0.05829981570356946,-0.08329526989027758,0.030317509578437152,0.020622797994822584,0.5200643166193093,-0.09897348914443782
2020-09-08,-0.09354359549523772,-0.01657200392169611,-0.05487522524256283,-0.09897348914443782,-0.10695567120291538,0.0026252567949891503,-0.027498115940747025
2020-09-09,-0.040840704461373445,-0.014187526347986035,-0.013912247741426631,-0.027498115940747025,-0.036427021715107255,-0.27554565501217554,-0.0883316293286256
2020-09-10,0.008518396962285069,0.007431526769068775,-0.057733110210845595,-0.0883316293286256,-0.09645508808020709,-0.24828417887318643,-0.11199788563654312
2020-09-11,-0.08367172661950684,-0.07634221309984257,-0.09742588969657828,-0.11199788563654312,-0.119807527445005,-0.2555116209714906,-0.05862959728331929
2020-09-14,-0.0812833575311449,-0.0652148127952854,-0.052969928219457785,-0.05862959728331929,-0.06714627776524451,-0.4635807909809536,-0.05577057750793779
2020-09-15,-0.02380384979805439,-0.019115357728637372,-0.04010950642856037,-0.05577057750793779,-0.06432501921437117,-0.23618341378447638,-0.10993308514687561
2020-09-16,-0.0731629512217129,-0.0641020727648296,-0.06503656710029038,-0.10993308514687561,-0.11777023053421698,-0.3893238194074785,-0.13836441480737882
2020-09-17,-0.16089485062656128,-0.1245082719941708,-0.1179073784471465,-0.13836441480737882,-0.145824971417428,-0.2700743469248871,-0.19395637174358282
2020-09-18,-0.15006768270648463,-0.14549145633959837,-0.15950545495598423,-0.19395637174358282,-0.2006808731927976,0.28750280145795926,-0.14249401578671406
2020-09-21,-0.24337236233251258,-0.15645985913135685,-0.20697798530375078,-0.14249401578671406,-0.14989993231952847,-0.1795956240779466,-0.11501577350523728
2020-09-22,-0.11376486129137442,-0.11401661918167338,-0.11076260546006456,-0.11501577350523728,-0.12278565173999989,-0.24429250057690222,-0.18950891339677312
2020-09-23,-0.13064245895480342,-0.12593888577065648,-0.14870901409055493,-0.18950891339677312,-0.19629218080245336,-0.409564848289392,-0.17203717973870747
